verse_key,position,arabic,transliteration,malay_base,english,old_thai,new_thai,category,correction_reason
10:30,2,تَبْلُوا۟,tablū,merasakan,will be put to trial,ทุกๆ ชีวิตจะได้รับรู้,ชีวิตจะได้รับรู้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ทุกๆ' from verb/phrase to establish strict 1-to-1 match
10:41,7,عَمَلُكُمْ ۖ,ʿamalukum,pekerjaanmu,(are) your deeds,การงานของพวกท่าน,การงานของ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกท่าน' from verb/phrase to establish strict 1-to-1 match
10:46,8,فَإِلَيْنَا,fa-ilaynā,maka kepada Kami,then to Us,(misaligned/shifted),ดังนั้นยังเราเถิด,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
10:52,8,هَلْ,hal,apakah,Are you (being) recompensed,(misaligned/shifted),หรือไม่ที่,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
10:52,9,تُجْزَوْنَ,tuj'zawna,kamu diberi balasan,Are you (being) recompensed,(misaligned/shifted),พวกท่านจะได้รับการตอบแทน,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
10:60,12,لَذُو,ladhū,benar-benar mempunyai,(is) surely Full (of) Bounty,ทรงเป็นผู้มีความโปรดปรานอย่างล้นเหลือ,ทรงเป็นผู้มีอย่างล้นเหลือ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ความโปรดปราน' from verb/phrase to establish strict 1-to-1 match
10:68,2,ٱتَّخَذَ,ittakhadha,mengambil/mempunyai,Allah has taken,อัลลอฮฺทรงตั้ง,ทรงตั้ง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
10:90,5,فَأَتْبَعَهُمْ,fa-atbaʿahum,maka/lalu mereka diikuti,and followed them,แล้วฟิรเอาน์ได้ติดตามพวกเขา,แล้วได้ติดตามพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ฟิรเอาน์' from verb/phrase to establish strict 1-to-1 match
10:95,9,مِنَ,mina,dari,among,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
10:98,5,فَنَفَعَهَآ,fanafaʿahā,maka/lalu memberi manfaat padanya,and benefited it,แล้วการศรัทธาของมันให้ประโยชน์แก่ตัวมัน,แล้วให้ประโยชน์แก่ตัวมัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'การศรัทธาของมัน' from verb/phrase to establish strict 1-to-1 match
10:107,17,بِهِۦ,bihi,dengannya,He causes it to reach,แก่ผู้ที่,แก่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ที่' from verb/phrase to establish strict 1-to-1 match
11:3,7,يُمَتِّعْكُم,yumattiʿ'kum,Dia akan memberi kenikmatan kepadamu,He will let you,พระองค์จะทรงให้พวกเจ้าได้รับความสุข,พระองค์จะทรงให้พวกเจ้าได้รับ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ความสุข' from verb/phrase to establish strict 1-to-1 match
11:18,12,وَيَقُولُ,wayaqūlu,dan berkata,and will say,และบรรดาพยานจะกล่าวว่า,และจะกล่าวว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาพยาน' from verb/phrase to establish strict 1-to-1 match
11:31,20,يُؤْتِيَهُمُ,yu'tiyahumu,mendatangkan kepada mereka,will Allah give them,ที่อัลลอฮฺจะประทานแก่พวกเขา,ที่จะประทานแก่พวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
11:53,6,وَمَا,wamā,dan tidak,and not,และพวกเราก็มิได้,และก็มิได้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกเรา' from verb/phrase to establish strict 1-to-1 match
11:53,12,وَمَا,wamā,dan tidak,and not,และพวกเราก็มิได้,และก็มิได้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกเรา' from verb/phrase to establish strict 1-to-1 match
11:74,6,وَجَآءَتْهُ,wajāathu,dan datang kepadanya,and had reached him,และข่าวดีได้มาหาเขา,และได้มาหาเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ข่าวดี' from verb/phrase to establish strict 1-to-1 match
11:78,1,وَجَآءَهُۥ,wajāahu,dan datang kepadanya,And came (to) him,และกลุ่มชนของเขาได้มาหาเขา,และได้มาหาเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'กลุ่มชนของเขา' from verb/phrase to establish strict 1-to-1 match
11:113,6,فَتَمَسَّكُمُ,fatamassakumu,maka akan menyentuh kamu,lest touches you,มิฉะนั้นไฟนรกจะประสบแก่พวกเจ้า,มิฉะนั้นจะประสบแก่พวกเจ้า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ไฟนรก' from verb/phrase to establish strict 1-to-1 match
12:21,25,غَالِبٌ,ghālibun,mengalahkan/berkuasa,(is) Predominant,เป็นผู้ทรงมีชัยเหนือ,เป็นผู้ทรงมีชัย,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เหนือ' from verb/phrase to establish strict 1-to-1 match
12:26,6,وَشَهِدَ,washahida,dan memberikan kesaksian,And testified,และพยานคนหนึ่งได้เป็นพยาน,และได้เป็นพยาน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พยานคนหนึ่ง' from verb/phrase to establish strict 1-to-1 match
12:40,7,سَمَّيْتُمُوهَآ,sammaytumūhā,menamakannya/membuatnya,which you have named them,ที่พวกท่านได้ตั้งชื่อกันขึ้นมา,ที่ได้ตั้งชื่อกันขึ้นมา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกท่าน' from verb/phrase to establish strict 1-to-1 match
12:76,23,يَشَآءَ,yashāa,menghendaki,Allah willed,อัลลอฮฺทรงประสงค์,ทรงประสงค์,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
12:77,10,فَأَسَرَّهَا,fa-asarrahā,maka menyembunyikannya,But Yusuf kept it secret,ดังนั้นยูนุสจึงเก็บงำมันไว้,ดังนั้นจึงเก็บงำมันไว้,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ยูนุส' from verb/phrase to establish strict 1-to-1 match
12:78,14,مِنَ,mina,dari,of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
12:80,6,قَالَ,qāla,berkata,Said,ผู้ที่อาวุโสที่สุดในหมู่พวกเขา  กล่าวว่า,กล่าวว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ที่อาวุโสที่สุดในหมู่พวกเขา' from verb/phrase to establish strict 1-to-1 match
12:80,32,يَحْكُمَ,yaḥkuma,memberi putusan,Allah decides,อัลลอฮฺทรงตัดสิน,ทรงตัดสิน,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
12:92,6,يَغْفِرُ,yaghfiru,mengampuni,Allah will forgive,อัลลอฮฺจะทรงอภัย,จะทรงอภัย,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
13:16,25,هَلْ,hal,apakah,is,เท่ากันไหม,ไหม,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เท่ากัน' from verb/phrase to establish strict 1-to-1 match
13:16,35,فَتَشَٰبَهَ,fatashābaha,maka/lalu serupa,so that seemed alike,แล้วการสร้างจึงคล้ายกัน,แล้วจึงคล้ายกัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'การสร้าง' from verb/phrase to establish strict 1-to-1 match
13:17,8,فَٱحْتَمَلَ,fa-iḥ'tamala,maka membawa,and carries,แล้วกระแสน้ำได้หอบเอา,แล้วได้หอบเอา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'กระแสน้ำ' from verb/phrase to establish strict 1-to-1 match
13:36,2,ءَاتَيْنَٰهُمُ,ātaynāhumu,Kami berikan kepada mereka,We have given them,ที่เราได้ประทานคัมภีร์แก่พวกเขา,ที่เราได้ประทานแก่พวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'คัมภีร์' from verb/phrase to establish strict 1-to-1 match
14:4,10,فَيُضِلُّ,fayuḍillu,maka/lalu menyesatkan,Then Allah lets go astray,แล้วอัลลอฮฺก็จะปล่อยให้หลงทาง,แล้วก็จะปล่อยให้หลงทาง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
15:65,9,يَلْتَفِتْ,yaltafit,berpaling/menoleh,let look back,ผู้ใดในหมู่พวกเจ้า,ผู้ใด,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ในหมู่พวกเจ้า' from verb/phrase to establish strict 1-to-1 match
15:73,1,فَأَخَذَتْهُمُ,fa-akhadhathumu,maka menimpa/membinasakan mereka,"So, seized them",ดังนั้นเสียงกัมปนาทได้คร่าพวกเขา,ดังนั้นได้คร่าพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เสียงกัมปนาท' from verb/phrase to establish strict 1-to-1 match
16:26,6,فَأَتَى,fa-atā,maka mendatangkan/menghancurkan,but Allah came,ดังนั้นอัลลอฮฺได้ทรงมา,ดังนั้นได้ทรงมา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
16:32,2,تَتَوَفَّٰهُمُ,tatawaffāhumu,mewafatkan mereka,take them in death,มะลาอิกะฮฺปลิดชีวิตพวกเขา,ปลิดชีวิตพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'มะลาอิกะฮฺ' from verb/phrase to establish strict 1-to-1 match
16:36,14,هَدَى,hadā,mendapat petunjuk,Allah guided,ผู้ที่,ได้ทรงนำทาง,ALIGNMENT_SHIFT,Re-aligned word meaning of هَدَى from Malay mendapat petunjuk
16:36,16,وَمِنْهُم,wamin'hum,dan diantara mereka,and among them,ทรงนำทาง,และในหมู่พวกเขา,ALIGNMENT_SHIFT,Re-aligned word meaning of وَمِنۡهُم from Malay dan diantara mereka
16:39,6,وَلِيَعْلَمَ,waliyaʿlama,dan agar mengetahui,and that may know,และเพื่อบรรดาผู้ที่,และเพื่อ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้ที่' from verb/phrase to establish strict 1-to-1 match
16:48,1,أَوَلَمْ,awalam,dan apakah,Have not,(misaligned/shifted),และพวกเขาไม่ได้มองดูดอกหรือ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,2,يَرَوْا۟,yaraw,mereka memperhatikan,they seen,ยัง,พวกเขามองดู,ALIGNMENT_SHIFT,Corrected meaning of يَرَوۡاْ from Malay mereka memperhatikan
16:48,3,إِلَىٰ,ilā,kepada,[towards],(misaligned/shifted),ยัง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,4,مَا,mā,apa,what,(misaligned/shifted),สิ่งที่,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,5,خَلَقَ,khalaqa,telah menciptakan,Allah has created,(misaligned/shifted),ทรงสร้าง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,6,ٱللَّهُ,l-lahu,Allah,Allah has created,(misaligned/shifted),อัลลอฮฺ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,7,مِن,min,dari,from,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,8,شَىْءٍۢ,shayin,sesuatu,a thing,(misaligned/shifted),สิ่งใดๆ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,9,يَتَفَيَّؤُا۟,yatafayya-u,condong/berteduh,Incline,(misaligned/shifted),ที่ทอดเงาเอนเอียง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,10,ظِلَٰلُهُۥ,ẓilāluhu,bayangannya/naungannya,their shadows,(misaligned/shifted),เงาของมัน,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,11,عَنِ,ʿani,dari,to,(misaligned/shifted),ทาง,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,12,ٱلْيَمِينِ,l-yamīni,kanan,the right,(misaligned/shifted),ขวา,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,13,وَٱلشَّمَآئِلِ,wal-shamāili,dan kiri,and to the left,(misaligned/shifted),และทางซ้าย,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,14,سُجَّدًۭا,sujjadan,bersujud/tunduk,prostrating,(misaligned/shifted),ในสภาพก้มกราบสุญูด,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,15,لِّلَّهِ,lillahi,kepada Allah,to Allah,(misaligned/shifted),แด่อัลลอฮฺ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,16,وَهُمْ,wahum,dan/sedang mereka,while they,(misaligned/shifted),โดยที่พวกมัน,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:48,17,دَٰخِرُونَ,dākhirūna,orang-orang yang berrendah diri,(are) humble,(misaligned/shifted),นอบน้อมถ่อมตน,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
16:53,9,مَسَّكُمُ,massakumu,menimpa kamu,touches you,ความทุกข์ยากประสบแก่พวกเจ้า,ประสบแก่พวกเจ้า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ความทุกข์ยาก' from verb/phrase to establish strict 1-to-1 match
16:58,5,ظَلَّ,ẓalla,jadilah,turns,ใบหน้าของเขาก็จะ,ก็จะ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ใบหน้าของเขา' from verb/phrase to establish strict 1-to-1 match
16:76,1,وَضَرَبَ,waḍaraba,dan membuat,And Allah sets forth,และอัลลอฮฺได้ทรงยก,และได้ทรงยก,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
16:76,20,هَلْ,hal,apakah,Is,จะเท่าเทียมกันไหม,จะไหม,PHRASE_PACKING_UNPACKED,Unpacked following noun 'เท่าเทียมกัน' from verb/phrase to establish strict 1-to-1 match
16:96,12,بِأَحْسَنِ,bi-aḥsani,dengan yang lebih baik,to (the) best,ด้วยสิ่งที่ดีกว่า,ด้วยดีกว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สิ่งที่' from verb/phrase to establish strict 1-to-1 match
16:97,15,بِأَحْسَنِ,bi-aḥsani,dengan yang lebih baik,to (the) best,ด้วยสิ่งที่ดีกว่า,ด้วยดีกว่า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สิ่งที่' from verb/phrase to establish strict 1-to-1 match
16:104,8,يَهْدِيهِمُ,yahdīhimu,memberi petunjuk mereka,Allah will guide them,อัลลอฮฺจะทรงแนะนำพวกเขา,จะทรงแนะนำพวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
17:11,1,وَيَدْعُ,wayadʿu,dan mendo'a,And prays,และมนุษย์มักจะวิงวอน,และมักจะวิงวอน,PHRASE_PACKING_UNPACKED,Unpacked subject noun 인간 from verb
17:39,12,إِلَٰهًا,ilāhan,tuhan,god,พระเจ้าองค์อื่น,พระเจ้าองค์,PHRASE_PACKING_UNPACKED,Unpacked following noun 'อื่น' from verb/phrase to establish strict 1-to-1 match
17:67,16,وَكَانَ,wakāna,dan adalah,And is,และมนุษย์นั้น,และนั้น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'มนุษย์' from verb/phrase to establish strict 1-to-1 match
17:94,12,أَبَعَثَ,abaʿatha,adakah mengutus,Has Allah sent,อัลลอฮฺทรงแต่งตั้งแล้วหรือ,ทรงแต่งตั้งแล้วหรือ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
17:97,2,يَهْدِ,yahdi,memberi petunjuk,Allah guides,ที่อัลลอฮฺทรงนำทาง,ที่ทรงนำทาง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
18:17,24,يَهْدِ,yahdi,memberi petunjuk,Allah guides,อัลลอฮฺทรงให้ทางนำ,ทรงให้ทางนำ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
18:53,1,وَرَءَا,waraā,dan melihat,And will see,และบรรดาผู้กระทำผิดจะเห็น,และจะเห็น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาผู้กระทำผิด' from verb/phrase to establish strict 1-to-1 match
18:69,4,شَآءَ,shāa,menghendaki,Allah wills,(misaligned/shifted),ทรงประสงค์,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
18:69,5,ٱللَّهُ,l-lahu,Allah,Allah wills,(misaligned/shifted),อัลลอฮฺ,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
18:82,15,فَأَرَادَ,fa-arāda,maka menghendaki,So intended,ดังนั้นพระเจ้าของเจ้าจึงปรารถนา,ดังนั้นจึงปรารถนา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระเจ้าของเจ้า' from verb/phrase to establish strict 1-to-1 match
18:105,7,فَحَبِطَتْ,faḥabiṭat,maka/hapus/gugurlah,So (are) vain,ดังนั้นการงานของพวกเขาจึงไร้ผล,ดังนั้นจึงไร้ผล,PHRASE_PACKING_UNPACKED,Unpacked following noun 'การงานของพวกเขา' from verb/phrase to establish strict 1-to-1 match
18:109,8,لَنَفِدَ,lanafida,tentu habis,surely (would be) exhausted,แน่นอนท้องทะเลคงจะหมดสิ้น,แน่นอนคงจะหมดสิ้น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ท้องทะเล' from verb/phrase to establish strict 1-to-1 match
19:5,6,وَكَانَتِ,wakānati,dan adalah,and is,และภรรยาของฉันนั้น,และนั้น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ภรรยาของฉัน' from verb/phrase to establish strict 1-to-1 match
19:8,7,وَكَانَتِ,wakānati,dan adalah,while is,และภรรยาของฉัน,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ภรรยาของฉัน' from verb/phrase to establish strict 1-to-1 match
19:80,1,وَنَرِثُهُۥ,wanarithuhu,dan Kami akan mewarisinya,And We will inherit (from) him,และเราจะสืบทอดสิ่งที่,และเราจะสืบทอด,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สิ่งที่' from verb/phrase to establish strict 1-to-1 match
20:60,1,فَتَوَلَّىٰ,fatawallā,maka berpaling meninggalkan,Then went away,แล้วฟิรเอาน์ก็ผินหลังกลับ,แล้วก็ผินหลังกลับ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ฟิรเอาน์' from verb/phrase to establish strict 1-to-1 match
20:78,1,فَأَتْبَعَهُمْ,fa-atbaʿahum,maka mengikuti mereka,Then followed them,แล้วฟิรเอาต์ได้ติดตามพวกเขา,แล้วได้ติดตามพวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ฟิรเอาต์' from verb/phrase to establish strict 1-to-1 match
20:104,7,أَمْثَلُهُمْ,amthaluhum,semisal mereka/seorang diantara mereka,(the) best of them,ผู้ที่มีแนวทางดีที่สุดในหมู่พวกเขา,ผู้ที่มีดีที่สุดในหมู่พวกเขา,PHRASE_PACKING_UNPACKED,Unpacked following noun 'แนวทาง' from verb/phrase to establish strict 1-to-1 match
20:105,5,يَنسِفُهَا,yansifuhā,menghancurkan,Will blast them,พระเจ้าของข้าพเจ้าจะทำลายมัน,จะทำลายมัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระเจ้าของข้าพเจ้า' from verb/phrase to establish strict 1-to-1 match
20:121,12,وَعَصَىٰٓ,waʿaṣā,dan durhaka,And Adam disobeyed,และอาดัมได้ฝ่าฝืน,และได้ฝ่าฝืน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'อาดัม' from verb/phrase to establish strict 1-to-1 match
21:9,2,صَدَقْنَٰهُمُ,ṣadaqnāhumu,Kami benarkan/tepati mereka,We fulfilled (for) them,เราทำความจริงให้ปรากฏแก่พวกเขาตามสัญญา,เราทำความจริงให้ปรากฏแก่พวกเขาตาม,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สัญญา' from verb/phrase to establish strict 1-to-1 match
21:54,3,كُنتُمْ,kuntum,kalian adalah,you are,พวกเจ้าเคยเป็น,เคยเป็น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกเจ้า' from verb/phrase to establish strict 1-to-1 match
21:55,6,مِنَ,mina,dari/termasuk,(are) of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
21:56,3,رَّبُّكُمْ,rabbukum,Tuhan kalian,your Lord,พระเจ้าของพวกเจ้า,ของพวกเจ้า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระเจ้า' from verb/phrase to establish strict 1-to-1 match
21:56,12,مِّنَ,mina,dari/termasuk,of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
21:63,3,فَعَلَهُۥ,faʿalahu,melakukannya,(some doer) did it,ตัวใหญ่ที่สุดของพวกมันได้กระทำมัน,ได้กระทำมัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ตัวใหญ่ที่สุดของพวกมัน' from verb/phrase to establish strict 1-to-1 match
21:64,5,إِنَّكُمْ,innakum,sesungguhnya kalian,"Indeed, you",แท้จริงพวกท่าน,แท้จริง,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกท่าน' from verb/phrase to establish strict 1-to-1 match
21:75,5,مِنَ,mina,dari/termasuk,(was) of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
21:83,6,مَسَّنِىَ,massaniya,menimpaku,has touched me,ความทุกข์ยากได้ประสบแก่ฉัน,ได้ประสบแก่ฉัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ความทุกข์ยาก' from verb/phrase to establish strict 1-to-1 match
21:85,6,مِّنَ,mina,dari/termasuk,(were) of,(misaligned/shifted),จาก,ALIGNMENT_SHIFT,Re-aligned word-by-word with Malay Kata demi kata standard
21:92,3,أُمَّتُكُمْ,ummatukum,umatmu/agamamu,(is) your religion ,ประชาชาติของพวกเจ้า,ของพวกเจ้า,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ประชาชาติ' from verb/phrase to establish strict 1-to-1 match
21:108,9,فَهَلْ,fahal,maka apakah,so will,ดังนั้นพวกเจ้า,ดังนั้น,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พวกเจ้า' from verb/phrase to establish strict 1-to-1 match
22:40,28,وَلَيَنصُرَنَّ,walayanṣuranna,dan sungguh akan menolong,And surely Allah will help,และแน่นอนอัลลอฮฺจะทรงช่วยเหลือ,และแน่นอนจะทรงช่วยเหลือ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
22:52,12,أَلْقَى,alqā,melemparkan/memasukkan,threw,ชัยฏอนได้ใส่,ได้ใส่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ชัยฏอน' from verb/phrase to establish strict 1-to-1 match
22:52,16,فَيَنسَخُ,fayansakhu,maka menghapus/menghilangkan,But Allah abolishes,ดังนั้นอัลลอฮฺจะทรงลบล้าง,ดังนั้นจะทรงลบล้าง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
22:52,19,يُلْقِى,yul'qī,dimasukkan,throws,ชัยฏอนใส่,ใส่,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ชัยฏอน' from verb/phrase to establish strict 1-to-1 match
22:52,22,يُحْكِمُ,yuḥ'kimu,menghukumkan/menguatkan,Allah will establish,อัลลอฮฺจะทรงทำให้มั่นคง,จะทรงทำให้มั่นคง,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
22:53,3,يُلْقِى,yul'qī,dimasukkan,the Shaitaan throws,ชัยฏอนใส่เข้าไป,ใส่เข้าไป,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ชัยฏอน' from verb/phrase to establish strict 1-to-1 match
22:58,10,لَيَرْزُقَنَّهُمُ,layarzuqannahumu,pasti akan memberi rezeki kepada mereka,"surely, Allah will provide them",อัลลอฮฺจะทรงประทานปัจจัยยังชีพแก่พวกเขา,จะทรงประทานปัจจัยยังชีพแก่พวกเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
22:60,4,بِمِثْلِ,bimith'li,dengan serupa/seimbang,with the like,ด้วยสิ่งที่เท่าเทียม,ด้วยเท่าเทียม,PHRASE_PACKING_UNPACKED,Unpacked following noun 'สิ่งที่' from verb/phrase to establish strict 1-to-1 match
22:60,11,لَيَنصُرَنَّهُ,layanṣurannahu,sungguh akan menolongnya,Allah will surely help him,อัลลอฮฺจะทรงช่วยเหลือเขา,จะทรงช่วยเหลือเขา,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
22:73,20,يَسْلُبْهُمُ,yaslub'humu,merampas mereka,snatched away from them,แมลงวันแย่งชิงพวกเขาไป,แย่งชิงพวกเขาไป,PHRASE_PACKING_UNPACKED,Unpacked following noun 'แมลงวัน' from verb/phrase to establish strict 1-to-1 match
22:78,5,جِهَادِهِۦ ۚ,jihādihi,jihadnya,(with the) striving due (to) Him,ในการต่อสู้เพื่อพระองค์,ในการต่อสู้เพื่อ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'พระองค์' from verb/phrase to establish strict 1-to-1 match
22:78,41,فَنِعْمَ,faniʿ'ma,maka sebaik-baik,so an Excellent,ช่างเป็นผู้คุ้มครองที่ดี,ช่างเป็นที่ดี,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้คุ้มครอง' from verb/phrase to establish strict 1-to-1 match
22:78,43,وَنِعْمَ,waniʿ'ma,dan sebaik-baik,and an Excellent,และช่างเป็นผู้ช่วยเหลือที่ดี,และช่างเป็นที่ดี,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ผู้ช่วยเหลือ' from verb/phrase to establish strict 1-to-1 match
23:22,1,وَعَلَيْهَا,waʿalayhā,dan diatasnya,And on them,และบนมัน,มัน,PHRASE_PACKING_UNPACKED,Unpacked following noun 'และบน' from verb/phrase to establish strict 1-to-1 match
23:28,2,ٱسْتَوَيْتَ,is'tawayta,kami telah berada,you (have) boarded,ท่านขึ้นไปแล้ว,ขึ้นไปแล้ว,PHRASE_PACKING_UNPACKED,Unpacked following noun 'ท่าน' from verb/phrase to establish strict 1-to-1 match
23:33,1,وَقَالَ,waqāla,dan berkata,And said,และบรรดาหัวหน้า,และ,PHRASE_PACKING_UNPACKED,Unpacked following noun 'บรรดาหัวหน้า' from verb/phrase to establish strict 1-to-1 match
24:17,1,يَعِظُكُمُ,yaʿiẓukumu,menasehati/memperingatkan kamu,Allah warns you,อัลลอฮฺทรงตักเตือนพวกเจ้า,ทรงตักเตือนพวกเจ้า,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
24:32,11,يُغْنِهِمُ,yugh'nihimu,memberi kekayaan/kemampuan pada mereka,Allah will enrich them,อัลลอฮฺจะทรงให้พวกเขาพอ ฐานะ,จะทรงให้พวกเขาพอ ฐานะ,DOUBLE_SUBJECT_PACKING,Removed redundant subject name from verb to align with Malay Kata demi kata
